Number,Cell,Slice,Date,Sample,Mouse,Mouse date of birth,Mouse age,Mouse gender,Mouse genotype,Targeted layer,Inferred layer,Cre,Exon reads,Intron reads,Intergenic reads,Sequencing batch,Number of genes detected,RNA family,RNA type,RNA type confidence,RNA type top-3,ALM/VISp top-3,Length (bp),Yield (pg/µl),User,Hold Time (min),Soma depth (µm),Soma depth (4x),Cortical thickness (4x),Cortical thickness (µm),Traced,Exclusion reasons
369,20180912_sample_6,20180912_slice_6,9/12/2018,sample 6,mouse_HNXRO,6/29/2018,75,M,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV+,2247202,493319,143620,4,10388,Pvalb,Pvalb Il1rapl2,0.79,Pvalb Il1rapl2 (78.6%),,,,,,,,,,,
370,20180913_sample_2,20180913_slice_2,9/13/2018,sample 2,mouse_VWBJB,7/10/2018,65,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,627142,36668,57560,4,3187,low quality,,,,,1859,62.38,Matteo,52,535.6,195.6,645.7,1782.132,,
371,20180917_sample_1,20180917_slice_1,9/17/2018,sample 1,mouse_ZQHAI,7/10/2018,69,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1145000,1190707,162152,4,10942,Sst,Sst Crhr2_2,0.91,Sst Crhr2_2 (90.6%),,,,,,,,,,,
372,20180917_sample_2,20180917_slice_2,9/17/2018,sample 2,mouse_ZQHAI,7/10/2018,69,M,Sst-IRES-Cre/wt; Ai9/wt,5,6,SST+,2109638,2159293,308028,4,13071,Pvalb,Pvalb Kank4,0.86,Pvalb Kank4 (85.7%),,,,,,,,,,,
373,20180917_sample_3,20180917_slice_3,9/17/2018,sample 3,mouse_ZQHAI,7/10/2018,69,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST-,1606685,829906,201726,4,9472,IT,L2/3 IT_3,0.75,L2/3 IT_3 (74.7%),,,,,,,,,,,
374,20180917_sample_4,20180917_slice_4,9/17/2018,sample 4,mouse_ZQHAI,7/10/2018,69,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST-,452681,341971,66633,4,8292,Pvalb,Pvalb Il1rapl2,0.89,Pvalb Il1rapl2 (89.3%),,,,,,,,,,,
375,20180917_sample_5,20180917_slice_5,9/17/2018,sample 5,mouse_ZQHAI,7/10/2018,69,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,960057,882071,117789,4,8265,Sst,Sst Crhr2_1,0.67,Sst Crhr2_1 (66.6%),,,,,,,,,,,
376,20180918_sample_1,20180918_slice_1,9/18/2018,sample 1,mouse_KVPGJ,4/12/2018,159,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1079038,625795,88174,4,8438,Vip,Vip Mybpc1_3,0.95,Vip Mybpc1_3 (95.1%),Vip Lect1 Oxtr (99.0%),1567,308.03,Matteo,48,244.2,90.7,515,1421.4,y,
377,20180918_sample_2,20180918_slice_2,9/18/2018,sample 2,mouse_KVPGJ,4/12/2018,159,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,2962987,1478627,197610,4,8244,Vip,Vip Mybpc1_3,0.95,Vip Mybpc1_3 (94.6%),,,,,,,,,,,
378,20180918_sample_3,20180918_slice_3,9/18/2018,sample 3,mouse_KVPGJ,4/12/2018,159,M,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,1825557,976434,130012,4,7777,Vip,Vip Gpc3,0.99,Vip Gpc3 (99.4%),Vip Arhgap36 Hmcn1 (98.0%),1671,124.92,Matteo,45,605.7,215.9,514.2,1419.192,,
379,20180920_sample_1,20180920_slice_1,9/20/2018,sample 1,mouse_WZCRY,6/29/2018,83,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1019113,75445,85387,4,3527,low quality,,,,,1506,77,Matteo,38,383,139.9,472.2,1303.272,,
380,20180920_sample_2,20180920_slice_2,9/20/2018,sample 2,mouse_WZCRY,6/29/2018,83,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1037571,39269,47159,4,4204,Pvalb,Pvalb Calb1_2,0.35,Pvalb Calb1_2 (34.6%),,,,,,,,,,,
381,20180920_sample_3,20180920_slice_3,9/20/2018,sample 3,mouse_WZCRY,6/29/2018,83,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1889479,1415878,182863,4,11433,Pvalb,Pvalb Calb1_2,0.56,Pvalb Calb1_2 (56.3%),,,,,,,,,,,
382,20180920_sample_4,20180920_slice_4,9/20/2018,sample 4,mouse_WZCRY,6/29/2018,83,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,386638,17328,37767,4,4295,Pvalb,Pvalb Reln,0.65,Pvalb Reln (64.7%),,,,,,,,,,,
383,20180921_sample_1,20180921_slice_1,9/21/2018,sample 1,mouse_XMZGY,6/19/2018,94,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,179018,41776,36485,4,1698,low quality,,,,,1729,93.66,Matteo,38,563.4,205.2,617.8,1705.128,,
384,20180921_sample_2,20180921_slice_2,9/21/2018,sample 2,mouse_XMZGY,6/19/2018,94,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1761354,1551446,189200,4,10380,Pvalb,Pvalb Reln,0.96,Pvalb Reln (95.9%),Pvalb Reln Itm2a (100.0%),2346,187.13,Matteo,38,443.6,164.6,496.6,1370.616,,
385,20180921_sample_3,20180921_slice_3,9/21/2018,sample 3,mouse_XMZGY,6/19/2018,94,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,158887,154597,19638,4,9042,Pvalb,Pvalb Gpr149,0.9,Pvalb Gpr149 (90.1%),,,,,,,,,,,
386,20180925_sample_9,20180925_slice_9,9/25/2018,sample 9,mouse_DMTAH,6/27/2018,90,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,2518015,1934549,385104,5,11330,Pvalb,Pvalb Calb1_2,0.63,Pvalb Calb1_2 (63.1%),,,,,,,,,,,
387,20180926_sample_1,20180926_slice_1,9/26/2018,Sample 1,mouse_NPNLS,8/8/2018,49,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,712620,978234,130042,5,11549,Pvalb,Pvalb Il1rapl2,0.83,Pvalb Il1rapl2 (82.7%),,,,,,,,,,,
388,20180926_sample_3,20180926_slice_3,9/26/2018,Sample 3,mouse_NPNLS,8/8/2018,49,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,93232,65583,11377,5,5975,Pvalb,Pvalb Reln,0.98,Pvalb Reln (98.1%),Pvalb Reln Itm2a (98.0%),1716,194.68,Fede,50,488.9,176,493.7,1362.612,y,
389,20180926_sample_4,20180926_slice_4,9/26/2018,Sample 4,mouse_NPNLS,8/8/2018,49,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,269553,82300,42110,5,2095,low quality,,,,,2006,31.43,Matteo,50,854.6,304.4,583.9,1611.564,,
390,20180926_sample_7,20180926_slice_7,9/26/2018,Sample 7,mouse_NPNLS,8/8/2018,49,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,352813,17436,22206,5,5432,Pvalb,Pvalb Il1rapl2,0.39,Pvalb Il1rapl2 (39.3%),,,,,,,,,,,
391,20180926_sample_9,20180926_slice_9,9/26/2018,Sample 9,mouse_NPNLS,8/8/2018,49,M,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,3347563,78980,110959,5,11521,IT,L2/3 IT_3,0.87,L2/3 IT_3 (87.3%),,,,,,,,,,,
392,20180927_sample_1,20180927_slice_1,9/27/2018,Sample 1,mouse_WOBBW,8/8/2018,50,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,3172927,1478285,332580,5,8150,Pvalb,Pvalb Calb1_2,0.37,Pvalb Calb1_2 (36.7%),,,,,,,,,,,
393,20180927_sample_2,20180927_slice_2,9/27/2018,Sample 2,mouse_WOBBW,8/8/2018,50,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,256748,42763,64470,5,12730,Pvalb,Pvalb Reln,1,Pvalb Reln (99.6%),Pvalb Reln Itm2a (100.0%),2125,322.5,Matteo,45,627.4,221.6,558.4,1541.184,,
394,20180927_sample_3,20180927_slice_3,9/27/2018,Sample 3,mouse_WOBBW,8/8/2018,50,M,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV+,2768381,3611189,335628,5,2714,low quality,,,,,1615,112.15,Fede,40,234.2,88.6,546.3,1507.788,,
395,20180927_sample_4,20180927_slice_4,9/27/2018,Sample 4,mouse_WOBBW,8/8/2018,50,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,30198,8303,6115,5,13353,Pvalb,Pvalb Calb1_2,0.47,Pvalb Calb1_2 (47.4%),,,,,,,,,,,
396,20180927_sample_5,20180927_slice_5,9/27/2018,Sample 5,mouse_WOBBW,8/8/2018,50,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,2845963,653400,152562,5,6460,Pvalb,Pvalb Reln,0.53,Pvalb Reln (53.4%),,,,,,,,,,,
397,20180927_sample_7,20180927_slice_7,9/27/2018,Sample 7,mouse_WOBBW,8/8/2018,50,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,3211006,337709,417795,5,9238,Pvalb,Pvalb Reln,0.64,Pvalb Reln (63.6%),,,,,,,,,,,
398,20180927_sample_9,20180927_slice_9,9/27/2018,Sample 9,mouse_WOBBW,8/8/2018,50,M,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV+,1496514,423080,161802,5,11156,IT,L2/3 IT_3,0.85,L2/3 IT_3 (85.4%),,,,,,,,,,,
399,20180927_sample_10,20180927_slice_10,9/27/2018,Sample 10,mouse_WOBBW,8/8/2018,50,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1611895,1742345,247799,6,2079,low quality,,,,,1529,80.56,Matteo,35,532.5,192.9,547.4,1510.824,,
400,20181002_sample_1,20181002_slice_1,10/2/2018,Sample 1,mouse_VSYZV,8/8/2018,55,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1854391,245585,259114,5,3415,low quality,,,,,1519,90.97,Fede,40,559.7,204.3,609.2,1681.392,,
401,20181002_sample_2,20181002_slice_2,10/2/2018,Sample 2,mouse_VSYZV,8/8/2018,55,M,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV+,3075647,1194287,172396,6,6639,Pvalb,Pvalb Il1rapl2,0.33,Pvalb Il1rapl2 (32.7%),,,,,,,,,,,
402,20181002_sample_3,20181002_slice_3,10/2/2018,Sample 3,mouse_VSYZV,8/8/2018,55,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,4843345,330647,398400,5,12173,Pvalb,Pvalb Reln,0.61,Pvalb Reln (60.6%),,,,,,,,,,,
403,20181002_sample_4,20181002_slice_4,10/2/2018,Sample 4,mouse_VSYZV,8/8/2018,55,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,2237442,2497628,299812,5,4093,Pvalb,Pvalb Calb1_2,0.32,Pvalb Calb1_2 (32.1%),,,,,,,,,,,
404,20181002_sample_5,20181002_slice_5,10/2/2018,Sample 5,mouse_VSYZV,8/8/2018,55,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,855295,79941,69983,5,12883,Pvalb,Pvalb Il1rapl2,0.61,Pvalb Il1rapl2 (61.0%),,,,,,,,,,,
405,20181002_sample_6,20181002_slice_6,10/2/2018,Sample 6,mouse_VSYZV,8/8/2018,55,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1039467,460664,70781,5,9378,Pvalb,Pvalb Reln,0.96,Pvalb Reln (96.4%),Pvalb Reln Itm2a (100.0%),1978,893.6,Matteo,45,464.3,165.5,551.2,1521.312,,
406,20181002_sample_7,20181002_slice_7,10/2/2018,Sample 7,mouse_VSYZV,8/8/2018,55,M,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV-,557996,468435,87742,5,9850,IT,L2/3 IT_3,0.75,L2/3 IT_3 (75.0%),,,,,,,,,,,
407,20181002_sample_8,20181002_slice_8,10/2/2018,Sample 8,mouse_VSYZV,8/8/2018,55,M,Pvalb-Cre/wt; Ai9/wt,5,3-Feb,PV+,136933,154785,26213,5,13584,Pvalb,Pvalb Reln,0.61,Pvalb Reln (60.9%),,,,,,,,,,,
408,20181002_sample_9,20181002_slice_9,10/2/2018,Sample 9,mouse_VSYZV,8/8/2018,55,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,3620388,2730523,429243,5,13136,Sst,Sst Pvalb Calb2,0.96,Sst Pvalb Calb2 (96.4%),Sst Mme Fam114a1 (100.0%),2122,520.14,Fede,45,626.2,223.5,586.6,1619.016,,
409,20181002_sample_10,20181002_slice_10,10/2/2018,Sample 10,mouse_VSYZV,8/8/2018,55,M,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,3303231,827201,188189,5,11670,Pvalb,Pvalb Reln,0.98,Pvalb Reln (97.9%),Pvalb Reln Itm2a (100.0%),2140,343.88,Fede,40,522.2,197,586.7,1619.292,y,
410,20181003_sample_1,20181003_slice_1,10/3/2018,Sample 1,mouse_ZZVQT,8/1/2018,63,F,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,3002,896,673,5,604,low quality,,,,,1534,36.94,Fede,49,285,113.3,619.3,1709.268,,
411,20181003_sample_2,20181003_slice_2,10/3/2018,Sample 2,mouse_ZZVQT,8/1/2018,63,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1593879,1654816,248398,6,4961,Sst,Sst Chodl,1,Sst Chodl (100.0%),Sst Chodl (100.0%),1507,443.24,Matteo,55,757.3,276,615.4,1698.504,,
412,20181003_sample_3,20181003_slice_3,10/3/2018,Sample 3,mouse_ZZVQT,8/1/2018,63,F,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,16837,10610,2333,5,11082,Sst,Sst Calb2,0.97,Sst Calb2 (97.4%),Sst Calb2 Pdlim5 (87.0%),,,,,,,,,,
413,20181003_sample_4,20181003_slice_4,10/3/2018,Sample 4,mouse_ZZVQT,8/1/2018,63,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2018557,2203789,353634,5,10823,Sst,Sst Hpse,0.88,Sst Hpse (87.6%),,,,,,,,,,,
414,20181003_sample_5,20181003_slice_5,10/3/2018,Sample 5,mouse_ZZVQT,8/1/2018,63,F,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,670612,270863,43109,5,10108,Sst,Sst Calb2,1,Sst Calb2 (99.6%),Sst Calb2 Pdlim5 (100.0%),1821,524.35,Fede,40,261.2,94.8,569.1,1570.716,,
415,20181003_sample_6,20181003_slice_6,10/3/2018,Sample 6,mouse_ZZVQT,8/1/2018,63,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,863372,818518,132807,5,6869,Sst,Sst Calb2,0.46,Sst Calb2 (46.4%),,,,,,,,,,,
416,20181003_sample_7,20181003_slice_7,10/3/2018,Sample 7,mouse_ZZVQT,8/1/2018,63,F,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,38937,12347,3139,5,10719,Sst,Sst Pvalb Calb2,0.99,Sst Pvalb Calb2 (99.1%),Sst Tac1 Htr1d (72.0%),,,,,,,,,,
417,20181003_sample_8,20181003_slice_8,10/3/2018,Sample 8,mouse_ZZVQT,8/1/2018,63,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1247204,418502,98018,5,4174,Sst,Sst Hpse,0.47,Sst Hpse (46.6%),,,,,,,,,,,
418,20181003_sample_9,20181003_slice_9,10/3/2018,Sample 9,mouse_ZZVQT,8/1/2018,63,F,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,10347,7481,1440,5,13116,Sst,Sst Pvalb Calb2,0.7,Sst Pvalb Calb2 (70.3%),,,,,,,,,,,
419,20181003_sample_10,20181003_slice_10,10/3/2018,Sample 10,mouse_ZZVQT,8/1/2018,63,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2896082,605918,184901,5,10534,Sst,Sst Pvalb Calb2,0.99,Sst Pvalb Calb2 (99.4%),Sst Tac1 Htr1d (39.0%),,,,,,,,,,
420,20181004_sample_1,20181004_slice_1,10/4/2018,Sample 1,mouse_JFOVK,8/1/2018,64,F,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,66,41,5,5,111,low quality,,,,,1509,64.02,Fede,32,442.1,159.6,600.7,1657.932,,
421,20181004_sample_3,20181004_slice_3,10/4/2018,Sample 3,mouse_JFOVK,8/1/2018,64,F,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,153276,74887,16638,5,8213,Sst,Sst Pvalb Calb2,0.96,Sst Pvalb Calb2 (96.0%),Sst Tac1 Tacr3 (87.0%),,,,,,,,,,
422,20181004_sample_5,20181004_slice_5,10/4/2018,Sample 5,mouse_JFOVK,8/1/2018,64,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1272771,895193,236468,5,11188,Sst,Sst Pvalb Calb2,0.88,Sst Pvalb Calb2 (88.0%),,,,,,,,,,,
423,20181004_sample_6,20181004_slice_6,10/4/2018,Sample 6,mouse_JFOVK,8/1/2018,64,F,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,1787757,57048,75149,5,10695,Sst,Sst Calb2,0.72,Sst Calb2 (72.3%),,,,,,,,,,,
424,20181004_sample_8,20181004_slice_8,10/4/2018,Sample 8,mouse_JFOVK,8/1/2018,64,F,Sst-IRES-Cre/wt; Ai9/wt,5,3-Feb,SST+,1218474,679192,133950,5,11550,Sst,Sst Pvalb Calb2,0.69,Sst Pvalb Calb2 (69.4%),,,,,,,,,,,
425,20181009_sample_2,20181009_slice_2,10/9/2018,Sample 2,mouse_EAHUL,6/19/2018,112,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,407342,457921,50162,5,8948,Sst,Sst Calb2,0.56,Sst Calb2 (55.7%),,,,,,,,,,,
426,20181009_sample_3,20181009_slice_3,10/9/2018,Sample 3,mouse_EAHUL,6/19/2018,112,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,580689,208818,47657,5,7833,Sst,Sst Calb2,0.86,Sst Calb2 (86.1%),,,,,,,,,,,
427,20181009_sample_4,20181009_slice_4,10/9/2018,Sample 4,mouse_EAHUL,6/19/2018,112,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2475614,1360472,199559,5,10008,Sst,Sst Hpse,0.7,Sst Hpse (70.4%),,,,,,,,,,,
428,20181009_sample_5,20181009_slice_5,10/9/2018,Sample 5,mouse_EAHUL,6/19/2018,112,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,1296859,1289722,187999,5,10468,Sst,Sst Calb2,0.99,Sst Calb2 (98.9%),Sst Calb2 Pdlim5 (94.0%),,,,,,,,,,
429,20181009_sample_6,20181009_slice_6,10/9/2018,Sample 6,mouse_EAHUL,6/19/2018,112,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST-,1054447,900622,167434,5,10250,IT,L2/3 IT_3,0.95,L2/3 IT_3 (95.0%),L2/3 IT VISp Agmat (98.0%),2034,227.06,Matteo,45,260.3,97.9,549.6,1516.896,,
430,20181009_sample_7,20181009_slice_7,10/9/2018,Sample 7,mouse_EAHUL,6/19/2018,112,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,7825,473,648,5,2181,Sst,Sst Calb2,0.35,Sst Calb2 (34.9%),,,,,,,,,,,
431,20181010_sample_1,20181010_slice_1,10/10/2018,Sample 1,mouse_LEGDF,7/16/2018,86,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,330873,446106,59353,5,8880,Sst,Sst Pvalb Calb2,1,Sst Pvalb Calb2 (99.7%),Sst Tac1 Tacr3 (73.0%),,,,,,,,,,
432,20181010_sample_3,20181010_slice_3,10/10/2018,Sample 3,mouse_LEGDF,7/16/2018,86,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,984184,169410,51502,5,9278,Sst,Sst Hpse,0.74,Sst Hpse (74.4%),,,,,,,,,,,
433,20181010_sample_4,20181010_slice_4,10/10/2018,Sample 4,mouse_LEGDF,7/16/2018,86,M,Sst-IRES-Cre/wt; Ai9/wt,5,3-Feb,SST+,1340056,1368664,173280,6,12988,Sst,Sst Hpse,0.63,Sst Hpse (63.4%),,,,,,,,,,,
434,20181010_sample_5,20181010_slice_5,10/10/2018,Sample 5,mouse_LEGDF,7/16/2018,86,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST-,2823661,593902,126155,5,9289,IT,L2/3 IT_3,0.54,L2/3 IT_3 (54.3%),,,,,,,,,,,
435,20181010_sample_6,20181010_slice_6,10/10/2018,Sample 6,mouse_LEGDF,7/16/2018,86,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,5,SST+,175894,19840,11172,5,3685,Sst,Sst Calb2,0.26,Sst Calb2 (25.6%),,,,,,,,,,,
436,20181010_sample_8,20181010_slice_8,10/10/2018,Sample 8,mouse_LEGDF,7/16/2018,86,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,195753,227158,35929,5,6551,Sst,Sst Hpse,0.75,Sst Hpse (74.7%),,,,,,,,,,,
437,20181010_sample_10,20181010_slice_10,10/10/2018,Sample 10,mouse_LEGDF,7/16/2018,86,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,49013,19627,4724,5,11267,Sst,Sst Myh8_2,0.55,Sst Myh8_2 (55.1%),,,,,,,,,,,
438,20181011_sample_3,20181011_slice_3,10/11/2018,Sample 3,mouse_MTOCW,7/16/2018,87,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,864680,836318,130255,5,11007,Sst,Sst Pvalb Calb2,0.92,Sst Pvalb Calb2 (91.7%),,,,,,,,,,,
439,20181011_sample_4,20181011_slice_4,10/11/2018,Sample 4,mouse_HTPMR,7/16/2018,87,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,1990236,2769307,376098,5,1979,Sst,Sst Calb2,0.54,Sst Calb2 (53.7%),,,,,,,,,,,
440,20181011_sample_8,20181011_slice_8,10/11/2018,Sample 8,mouse_HTPMR,7/16/2018,87,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,34056,3672,3758,5,5701,Sst,Sst Pvalb Calb2,0.83,Sst Pvalb Calb2 (82.7%),,,,,,,,,,,
441,20181011_sample_9,20181011_slice_9,10/11/2018,Sample 9,mouse_HTPMR,7/16/2018,87,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,5,SST+,25890,18564,3431,5,6814,Sst,Sst Hpse,0.58,Sst Hpse (58.3%),,,,,,,,,,,
442,20181011_sample_10,20181011_slice_10,10/11/2018,Sample 10,mouse_HTPMR,7/16/2018,87,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,40257,32263,9338,5,9984,Sst,Sst Hpse,0.96,Sst Hpse (95.7%),Sst Hpse Cbln4 (100.0%),1581,199.39,Matteo,40,612.9,224.8,575.7,1588.932,,
443,20181109_sample_1,20181109_slice_1,11/9/2018,Sample 1,mouse_JSQXS,8/30/2018,71,F,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,62460,63828,10283,5,6940,Sst,Sst Hpse,0.62,Sst Hpse (61.6%),,,,,,,,,,,
444,20181109_sample_2,20181109_slice_1,11/9/2018,Sample 2,mouse_JSQXS,8/30/2018,71,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,316907,562505,99512,5,13193,Sst,Sst Crhr2_1,0.93,Sst Crhr2_1 (92.7%),,,,,,,,,,,
445,20181109_sample_3,20181109_slice_2,11/9/2018,Sample 3,mouse_JSQXS,8/30/2018,71,F,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,3900171,3781526,571380,5,8138,Sst,Sst Calb2,0.6,Sst Calb2 (59.7%),,,,,,,,,,,
446,20181109_sample_5,20181109_slice_2,11/9/2018,Sample 5,mouse_JSQXS,8/30/2018,71,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,585665,538553,75319,5,7710,Sst,Sst Hpse,0.89,Sst Hpse (88.7%),,,,,,,,,,,
447,20181109_sample_7,20181109_slice_3,11/9/2018,Sample 7,mouse_JSQXS,8/30/2018,71,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,550580,624734,72651,5,6046,Sst,Sst Calb2,0.91,Sst Calb2 (91.0%),,,,,,,,,,,
448,20181109_sample_8,20181109_slice_4,11/9/2018,Sample 8,mouse_JSQXS,8/30/2018,71,F,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,5,SST+,73977,38655,7033,5,4438,Sst,Sst Hpse,0.8,Sst Hpse (80.4%),,,,,,,,,,,
449,20181109_sample_9,20181109_slice_4,11/9/2018,Sample 9,mouse_JSQXS,8/30/2018,71,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,69848,3420,2914,5,6804,Sst,Sst Crhr2_1,0.51,Sst Crhr2_1 (50.9%),,,,,,,,,,,
450,20181109_sample_10,20181109_slice_5,11/9/2018,Sample 10,mouse_JSQXS,8/30/2018,71,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1857498,541324,94079,5,10306,Sst,Sst Hpse,0.93,Sst Hpse (93.0%),,,,,,,,,,,
451,20181112_sample_1,20181112_slice_1,11/12/2018,Sample 1,mouse_ZWZEZ,10/8/2018,35,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,881,2353,417,5,1263,low quality,,,,,1511,41.79,Matteo,20,353.6,124.5,446,1230.96,,
452,20181112_sample_4,20181112_slice_2,11/12/2018,Sample 4,mouse_ZWZEZ,10/8/2018,35,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,487179,71952,22133,5,10511,Sst,Sst Myh8_3,0.83,Sst Myh8_3 (82.7%),,,,,,,,,,,
453,20181112_sample_5,20181112_slice_3,11/12/2018,Sample 5,mouse_ZWZEZ,10/8/2018,35,M,Sst-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,SST+,2354076,61769,93398,6,119,low quality,,,,,1552,54.66,Matteo,30,399.1,147,528.3,1458.108,,
454,20181112_sample_6,20181112_slice_3,11/12/2018,Sample 6,mouse_ZWZEZ,10/8/2018,35,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,244,42,29,5,9428,Sst,Sst Crhr2_1,0.49,Sst Crhr2_1 (49.4%),,,,,,,,,,,
455,20181112_sample_8,20181112_slice_4,11/12/2018,Sample 8,mouse_ZWZEZ,10/8/2018,35,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,214417,34005,10773,5,7336,Sst,Sst Pvalb Etv1,0.72,Sst Pvalb Etv1 (71.7%),,,,,,,,,,,
456,20181112_sample_11,20181112_slice_7,11/12/2018,Sample 11,mouse_ZWZEZ,10/8/2018,35,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,62722,53807,9149,5,10627,Sst,Sst Myh8_1,0.95,Sst Myh8_1 (95.4%),Sst Chrna2 Glra3 (100.0%),2292,614.03,Matteo,20,823.3,294.9,538,1484.88,,
457,20181114_sample_1,20181114_slice_1,11/14/2018,Sample 1,mouse_UWILU,8/31/2018,75,F,Pvalb-Cre/wt; Ai9/wt,3-Feb,3-Feb,PV+,11411,15490,1648,5,4002,Pvalb,Pvalb Il1rapl2,0.55,Pvalb Il1rapl2 (55.0%),,,,,,,,,,,
